lookback,train_sharpe,train_total_return
40,0.5248867754858738,0.6376328574932655
20,0.4739680933018847,0.5580969490021037
60,0.443379384009733,0.5413106541069155
90,0.289345801608342,0.23143928954536497
120,0.22653939369584114,0.1294778075420122
30,0.20611558591305193,0.09294018608073085
